# flight_no,dep,arr,dep_time,arr_time,price,category
RUS9040,AYAN,AYDK,0900,1000,50,tour_png
UTA9814,UNOO,USRR,1620,1640,218,base
RWZ1072,UNOO,USSS,1845,1935,227,base
SBI2566,UNOO,UUDD,1000,1200,365,base
SVR388,UNOO,UUDD,0030,0355,365,base
AFL1639,UNOO,UUEE,0805,0840,367,base
AFL1689,UNOO,UUEE,1715,1755,367,base
AFL1763,UNOO,UUEE,0550,0620,367,base
RWZ1059,UNTT,UIAA,0610,1100,332,base
UTA157,UNTT,UIII,1450,1905,277,base
RUS0165,UNTT,UNEE,0930,1020,145,base
RUS0194,UNTT,UNKL,0930,1020,191,base
SSJ130,UNTT,UNKM,1325,1455,191,base
SBI5322,UNTT,UNNT,1705,1755,158,base
SBI5322,UNTT,UNNT,0900,1000,158,base
SBI7014,UNTT,UNNT,1200,1300,158,base
UTA1156,UNTT,USRR,0925,0955,233,base
RWZ1004,UNTT,USSS,1405,1455,295,base
SBI2616,UNTT,UUDD,0745,0815,429,base
SBI2616,UNTT,UUDD,0930,1115,429,base
AFL1531,UNTT,UUEE,0820,0855,431,base
AFL1539,UNTT,UUEE,1825,1855,431,base
RUS0161,UNWW,UNAA,0930,1020,170,base
RUS0163,UNWW,UNEE,0930,1020,152,base
SBI5362,UNWW,UNNT,0930,1045,172,base
SBI7010,UNWW,UNNT,1330,1445,172,base
SBI2626,UNWW,UUDD,0945,1120,449,base
AFL1459,UNWW,UUEE,0750,0835,451,base
AUL286,UNWW,UUEE,0940,1250,451,base
AUL286,UNWW,UUEE,0855,0940,451,base
UTA6408,UOII,UWUU,1845,2005,359,base
UTA6410,UOII,UWUU,1845,2005,359,base
TYA923,UOOO,UNAA,1000,1255,319,base
TYA208,UOOO,UNKL,1200,1445,293,base
TYA208,UOOO,UNKL,1810,2040,293,base
SBI5304,UOOO,UNNT,1030,1230,306,base
TYA917,UOOO,USSS,1215,1325,334,base
SBI2582,UOOO,UUDD,1200,1430,427,base
TYA102,UOOO,UUDD,0945,1015,427,base
TYA404,UOOO,UUDD,0745,0815,427,base
TYA911,UOOO,UWUU,1345,1535,370,base
AUL524,URKA,ULLI,2130,0005,315,base
AUL524,URKA,ULLI,1840,2130,315,base
AUL596,URKG,ULLI,2310,0155,321,base
AUL596,URKG,ULLI,2010,2310,321,base
SBI5122,URKG,UNNT,1300,1500,473,base
RUS0140,URKG,URSS,0930,1020,156,base
SBI2096,URKG,UUDD,1200,1430,266,base
SVR116,URKG,UUDD,1245,1620,266,base
SVR116,URKG,UUDD,1155,1530,266,base
AFL1083,URKG,UUEE,1835,2225,273,base
AFL1149,URKG,UUEE,1335,1735,273,base
AFL1155,URKG,UUEE,1140,1540,273,base
AFL920,URKK,HEGN,1310,1630,348,base
AFL656,URKK,LTFM,1200,1405,240,base
AFL656,URKK,LTFM,1220,1405,240,base
AFL768,URKK,OMDW,1125,1620,407,base
AFL614,URKK,UDYZ,1130,1410,216,base
AFL614,URKK,UDYZ,1050,1330,216,base
AFL2955,URKK,ULLI,1725,2145,319,base
AFL6316,URKK,ULLI,1750,2215,319,base
AUL586,URKK,ULLI,1450,1710,319,base
AUL586,URKK,ULLI,1155,1450,319,base
AFL2858,URKK,UNKL,1820,0350,526,base
SBI5116,URKK,UNNT,1100,1300,464,base
SBI5118,URKK,UNNT,1800,2000,464,base
AFL2926,URKK,USSS,1015,1615,341,base
SBI2072,URKK,UUDD,0900,1100,262,base
SBI2074,URKK,UUDD,1500,1700,262,base
AFL1209,URKK,UUEE,1530,1910,268,base
AFL1257,URKK,UUEE,1850,2220,268,base
AFL1267,URKK,UUEE,1045,1440,268,base
AUL1282,URKK,UUEE,1105,1315,268,base
AUL282,URKK,UUEE,2230,0040,268,base
AUL282,URKK,UUEE,2010,2230,268,base
UTA576,URKK,UUWW,1655,2040,264,base
AFL2866,URKK,UWKD,1325,1650,284,base
AUL908,URKK,UWWW,1440,1700,268,base
UTA741,URMG,LTAI,0035,0325,290,base
UTA727,URMG,LTFM,1530,1815,286,base
UTA733,URMG,OMDW,0500,0930,365,base
AFL6134,URMG,ULLI,1300,1630,352,base
UTA594,URMG,USRR,1210,1815,411,base
SVR428,URMG,UUDD,1425,1710,290,base
AFL1497,URMG,UUEE,1930,2230,297,base
AFL1499,URMG,UUEE,1255,1550,297,base
UTA356,URMG,UUWW,0545,0850,293,base
UTA400,URMG,UUWW,2330,0235,293,base
UTA562,URMG,UUWW,1750,2105,293,base
SVR1897,URML,LTFJ,1310,1605,297,base
PBD941,URML,LTFM,1340,1651,301,base
AFL6066,URML,ULLI,1540,1910,365,base
SBI5152,URML,UNNT,1400,1600,427,base
RWZ1046,URML,USSS,0920,1425,326,base
SVR684,URML,USSS,1420,1710,326,base
SVR684,URML,USSS,1520,1810,326,base
RWZ1407,URML,UTSB,0720,1145,290,base
RWZ4137,URML,UTTT,1450,1930,323,base
SBI2154,URML,UUDD,1000,1300,301,base
SBI2158,URML,UUDD,1500,1730,301,base
SVR1344,URML,UUDD,1230,1525,301,base
AFL1053,URML,UUEE,1210,1510,308,base
AFL1053,URML,UUEE,1200,1510,308,base
AFL1055,URML,UUEE,1000,1250,308,base
AFL1057,URML,UUEE,1940,2250,308,base
AFL1059,URML,UUEE,1500,1805,308,base
AUL208,URML,UUEE,1600,1835,308,base
AUL208,URML,UUEE,1330,1600,308,base
UTA560,URML,UUWW,0820,1130,306,base
NWS706,URML,UWKD,1400,1640,288,base
RWZ4317,URMM,LLBG,0030,0343,299,base
AFL804,URMM,LTAI,1330,1535,277,base
SVR1561,URMM,LTFJ,1830,2050,264,base
SVR1561,URMM,LTFJ,1135,1355,264,base
RWZ4655,URMM,LTFM,2150,0020,266,base
RWZ4331,URMM,UDYZ,1620,1830,194,base
RWZ4661,URMM,UGSB,1005,1215,174,base
AFL2813,URMM,ULLI,1405,1755,337,base
AFL2815,URMM,ULLI,2010,2345,337,base
AFL6354,URMM,ULLI,1625,2020,337,base
AUL542,URMM,ULLI,1840,2120,337,base
AUL542,URMM,ULLI,2045,2345,337,base
SVR548,URMM,ULLI,1300,1600,337,base
AFL6986,URMM,UNKL,1040,1940,506,base
SBI5128,URMM,UNNT,1230,1430,444,base
RUS0243,URMM,URSS,0930,1020,165,base
SVR1339,URMM,USPP,1330,1630,321,base
UTA482,URMM,USRR,2015,0225,416,base
AFL6653,URMM,USSS,2325,0440,330,base
SVR206,URMM,USSS,1235,1545,330,base
SBI2168,URMM,UUDD,1000,1230,275,base
SBI2170,URMM,UUDD,1600,1830,275,base
SVR154,URMM,UUDD,1250,1550,275,base
TYA403,URMM,UUDD,1625,1955,275,base
AFL1029,URMM,UUEE,1635,1955,282,base
AFL1301,URMM,UUEE,1945,2310,282,base
AFL1305,URMM,UUEE,1235,1545,282,base
AFL1311,URMM,UUEE,1750,2100,282,base
AFL1313,URMM,UUEE,1500,1825,282,base
AFL1315,URMM,UUEE,0705,1015,282,base
AFL1349,URMM,UUEE,2135,0040,282,base
AFL6938,URMM,UUEE,0920,1245,282,base
AUL266,URMM,UUEE,1900,2120,282,base
AUL266,URMM,UUEE,1645,1900,282,base
SYL480,URMM,UUWW,1440,1800,279,base
UTA374,URMM,UUWW,1430,1750,279,base
SVR1388,URMO,UUDD,1110,1400,288,base
SVR186,URMO,UUDD,1315,1545,288,base
AUL264,URMO,UUEE,1745,2005,295,base
AUL264,URMO,UUEE,1510,1745,295,base
RWZ1058,URMT,USSS,1640,2205,328,base
AFL1365,URMT,UUEE,1810,2125,271,base
AFL1367,URMT,UUEE,1355,1705,271,base
AUL516,URRP,ULLI,1615,1825,295,base
AUL516,URRP,ULLI,1335,1550,295,base
AUL536,URRP,ULLI,2145,2355,295,base
AUL536,URRP,ULLI,1905,2120,295,base
AUL274,URRP,UUEE,1315,1510,242,base
AUL274,URRP,UUEE,1120,1315,242,base
RUS0051,URSS,CYYT,0930,1020,838,base
RWZ4311,URSS,LLBG,1730,2015,279,base
AFL1235,URSS,LMML,0930,1020,374,base
RUS0050,URSS,LPPR,0930,1020,535,base
AFL6735,URSS,LTAI,1530,1740,253,base
AFL6751,URSS,LTAI,0800,1010,253,base
AFL6751,URSS,LTAI,0830,1035,253,base
RWZ4003,URSS,LTAI,1100,1300,253,base
RWZ4003,URSS,LTAI,0730,0930,253,base
SDM6735,URSS,LTAI,1530,1721,253,base
SDM6751,URSS,LTAI,0830,1036,253,base
SDM6729,URSS,LTBU,1430,1642,249,base
RUS0244,URSS,LTFJ,0930,1020,238,base
AFL6729,URSS,LTFM,1400,1615,242,base
AFL6733,URSS,LTFM,2330,0145,242,base
SDM6729,URSS,LTFM,1430,1623,242,base
SDM6731,URSS,LTFM,2100,2254,242,base
SDM6733,URSS,LTFM,2330,0119,242,base
SDM6771,URSS,LTFM,2045,2246,242,base
SVR7241,URSS,LTFM,1300,1520,242,base
AFL6719,URSS,UDYZ,0830,1050,198,base
AFL6719,URSS,UDYZ,0900,1105,198,base
AFL6741,URSS,UDYZ,2015,2245,198,base
AFL6933,URSS,UDYZ,2115,2340,198,base
RWZ4329,URSS,UDYZ,0530,0800,198,base
RWZ555,URSS,UGSB,1750,1950,163,base
RWZ567,URSS,UGSB,1125,1320,163,base
RWZ567,URSS,UGSB,1330,1525,163,base
RWZ557,URSS,UGTB,0630,0840,191,base
RWZ557,URSS,UGTB,1145,1355,191,base
RUS0047,URSS,UHHH,0930,1020,849,base
RUS0044,URSS,UHMM,0930,1020,854,base
RUS0046,URSS,UHPP,0930,1020,955,base
RUS0049,URSS,UHSS,0930,1020,915,base
RUS0048,URSS,UHWW,0930,1020,865,base
SBI6346,URSS,UIII,1300,1530,616,base
SBI6348,URSS,UIII,1700,1930,616,base
SBI6418,URSS,UIII,2300,0130,616,base
AUL164,URSS,ULAA,0950,1420,378,base
AUL164,URSS,ULAA,1350,1740,378,base
AUL164,URSS,ULAA,0920,1350,378,base
AFL2831,URSS,ULLI,1845,2300,337,base
AFL2835,URSS,ULLI,0730,1150,337,base
AFL2857,URSS,ULLI,1620,2035,337,base
AFL6564,URSS,ULLI,1340,1750,337,base
AFL6669,URSS,ULLI,0935,1400,337,base
AUL546,URSS,ULLI,1245,1550,337,base
AUL546,URSS,ULLI,1550,1815,337,base
AUL546,URSS,ULLI,1415,1830,337,base
AUL548,URSS,ULLI,0040,0305,337,base
AUL548,URSS,ULLI,2025,2330,337,base
SVR182,URSS,ULLI,1905,2315,337,base
AUL102,URSS,ULMM,0940,1440,425,base
AUL102,URSS,ULMM,1700,2040,425,base
AUL102,URSS,ULMM,1200,1700,425,base
AUL871,URSS,UMKK,1550,1835,332,base
AUL871,URSS,UMKK,1340,1550,332,base
RUS0188,URSS,UMMS,0930,1020,290,base
RUS0189,URSS,UMMS,0930,1020,290,base
SVR1333,URSS,UNBB,2210,0250,475,base
AFL6876,URSS,UNKL,1955,0520,532,base
AFL6978,URSS,UNKL,0125,1050,532,base
AFL6641,URSS,UNNT,2020,0450,469,base
KAR471,URSS,UNNT,2225,0715,469,base
NWS473,URSS,UNNT,2035,0510,469,base
PBD311,URSS,UNNT,2350,0855,469,base
SBI5102,URSS,UNNT,0930,1200,469,base
SBI5104,URSS,UNNT,1330,2210,469,base
SBI5104,URSS,UNNT,1130,1400,469,base
SBI5106,URSS,UNNT,1635,0115,469,base
SBI5106,URSS,UNNT,1330,1600,469,base
SBI5108,URSS,UNNT,1455,2335,469,base
SBI5108,URSS,UNNT,1530,1800,469,base
SBI5110,URSS,UNNT,1245,2125,469,base
SBI5110,URSS,UNNT,1730,2000,469,base
SBI5112,URSS,UNNT,0145,1025,469,base
SBI5114,URSS,UNNT,2130,2400,469,base
SBI5116,URSS,UNNT,1230,2110,469,base
SDM6641,URSS,UNNT,2105,0540,469,base
AUL861,URSS,UNOO,2135,0510,411,base
SVR675,URSS,UNOO,1550,1950,411,base
SVR675,URSS,UNOO,1705,2105,411,base
RUS0246,URSS,URMM,0930,1020,165,base
AUL815,URSS,USCC,0010,0500,345,base
SVR619,URSS,USCC,1305,1630,345,base
AFL6129,URSS,USPP,2340,0545,339,base
UTA522,URSS,USRR,1250,1925,438,base
AFL2918,URSS,USSS,0955,1540,352,base
AFL6601,URSS,USSS,1000,1540,352,base
AUL857,URSS,USSS,0255,0710,352,base
SRV566,URSS,USSS,1645,2215,352,base
SVR220,URSS,USSS,1015,1345,352,base
SVR306,URSS,USSS,1110,1415,352,base
SVR318,URSS,USSS,1845,2215,352,base
SVR322,URSS,USSS,1655,2025,352,base
SVR332,URSS,USSS,1455,1825,352,base
SVR524,URSS,USSS,0605,0935,352,base
SVR566,URSS,USSS,1645,2215,352,base
AUL828,URSS,USTR,0655,1040,376,base
UTA514,URSS,USTR,1020,1610,376,base
SVR2661,URSS,UTDD,2230,0200,389,base
SBI2042,URSS,UUDD,0830,1100,279,base
SBI2046,URSS,UUDD,1030,1300,279,base
SBI2048,URSS,UUDD,1230,1500,279,base
SBI2050,URSS,UUDD,1340,1715,279,base
SBI2050,URSS,UUDD,1430,1700,279,base
SBI2052,URSS,UUDD,1630,1900,279,base
SBI2054,URSS,UUDD,1830,2100,279,base
SVR172,URSS,UUDD,1305,1620,279,base
SVR186,URSS,UUDD,1125,1445,279,base
SVR222,URSS,UUDD,0955,1310,279,base
SVR280,URSS,UUDD,1650,2010,279,base
SVR280,URSS,UUDD,1350,1710,279,base
SVR378,URSS,UUDD,1705,2025,279,base
SVR462,URSS,UUDD,2005,2330,279,base
TYA401,URSS,UUDD,1610,1955,279,base
AFL1041,URSS,UUEE,1615,1955,286,base
AFL1111,URSS,UUEE,0645,1015,286,base
AFL1117,URSS,UUEE,1435,1820,286,base
AFL1119,URSS,UUEE,2220,0145,286,base
AFL1125,URSS,UUEE,1740,2110,286,base
AFL1129,URSS,UUEE,2010,2345,286,base
AFL1131,URSS,UUEE,2115,0045,286,base
AFL1133,URSS,UUEE,1920,2305,286,base
AFL1135,URSS,UUEE,1255,1615,286,base
AFL1135,URSS,UUEE,1215,1545,286,base
AFL1137,URSS,UUEE,1515,1855,286,base
AFL1139,URSS,UUEE,1125,1505,286,base
AFL1141,URSS,UUEE,0620,0945,286,base
AFL1177,URSS,UUEE,1830,2205,286,base
AFL1529,URSS,UUEE,1355,1745,286,base
AFL1123,URSS,UUMU,1550,1925,284,base
AUL881,URSS,UUOB,0940,1205,231,base
AUL881,URSS,UUOB,0745,0940,231,base
SYL474,URSS,UUWW,1425,1820,282,base
UTA250,URSS,UUWW,1525,1910,282,base
UTA268,URSS,UUWW,1410,1800,282,base
AFL6643,URSS,UWGG,1010,1330,290,base
AFL6201,URSS,UWKD,1120,1445,295,base
AFL6501,URSS,UWKD,0520,0850,295,base
AUL847,URSS,UWKD,0745,1030,295,base
NWS411,URSS,UWKD,1655,2015,295,base
NWS447,URSS,UWKS,1400,1720,295,base
AUL877,URSS,UWOO,0850,1215,293,base
NWS431,URSS,UWOO,1635,2125,293,base
AFL6605,URSS,UWUU,1105,1635,312,base
AUL807,URSS,UWUU,0140,0530,312,base
SVR146,URSS,UWUU,1315,1605,312,base
SVR326,URSS,UWUU,1100,1410,312,base
AFL2964,URSS,UWWW,1155,1605,279,base
AFL6203,URSS,UWWW,1145,1545,279,base
AUL910,URSS,UWWW,1900,2130,279,base
RWZ3049,URSS,VTSP,0030,1255,847,base
RUS0045,URSS,ZGSZ,0930,1020,867,base
RWZ1010,URWA,USSS,1700,2055,290,base
AFL1173,URWA,UUEE,0720,0910,275,base
AFL1175,URWA,UUEE,2005,2205,275,base
AFL1643,URWA,UUEE,1640,1830,275,base
AFL1677,URWA,UUEE,2205,2350,275,base
AFL1679,URWA,UUEE,1220,1405,275,base
AFL1573,URWI,UUEE,1550,1905,262,base
SVR1851,URWW,LTFJ,1230,1700,293,base
AFL6116,URWW,ULLI,1125,1355,297,base
AFL6118,URWW,ULLI,1250,1520,297,base
SBI5132,URWW,UNNT,1100,1300,409,base
SBI5134,URWW,UNNT,1700,1900,409,base
TYA952,URWW,USSS,1810,2230,286,base
SBI2146,URWW,UUDD,1000,1200,233,base
AFL1181,URWW,UUEE,1030,1230,240,base
AFL6416,URWW,UUEE,1750,1950,240,base
AFL6422,URWW,UUEE,2020,2225,240,base
AFL6426,URWW,UUEE,1145,1345,240,base
SVR1577,USCC,LTFJ,0140,0640,425,base
AFL6462,USCC,ULLI,0615,0715,334,base
AFL6462,USCC,ULLI,0700,0800,334,base
AFL6464,USCC,ULLI,1430,1530,334,base
AUL528,USCC,ULLI,0900,1105,334,base
AUL528,USCC,ULLI,0650,0900,334,base
AUL528,USCC,ULLI,0800,0900,334,base
SDM6464,USCC,ULLI,1430,1530,334,base
AUL3104,USCC,UMKK,0450,0705,398,base
AUL3104,USCC,UMKK,0345,0450,398,base
AFL6914,USCC,UNKL,2330,0430,337,base
SBI5022,USCC,UNNT,0930,1130,279,base
SBI5024,USCC,UNNT,1130,1330,279,base
SBI5026,USCC,UNNT,1530,1730,279,base
SBI5028,USCC,UNNT,1930,2130,279,base
SBI5030,USCC,UNNT,2330,0130,279,base
SBI7046,USCC,UNNT,0130,0330,279,base
AUL816,USCC,URSS,0815,1215,345,base
AUL816,USCC,URSS,0635,0815,345,base
UTA260,USCC,USRR,1505,1740,242,base
RUS0105,USCC,USTR,0417,0454,174,base
SVR2811,USCC,UTDD,1340,1635,337,base
SBI1142,USCC,UUDD,1030,1230,293,base
AFL1427,USCC,UUEE,2230,2310,295,base
AFL1533,USCC,UUEE,0720,0755,295,base
AFL1535,USCC,UUEE,1230,1305,295,base
AFL1429,USCM,UUEE,0605,0630,284,base
SBI5376,USDA,UNNT,1130,1330,330,base
SBI5380,USDA,UNNT,1530,1730,330,base
SBI7080,USDA,UNNT,2030,2230,330,base
UTA6316,USDB,UUWW,1200,1340,365,base
LLM131,USDD,UEEE,0910,1010,436,base
LLM855,USDD,ULLI,1850,2010,337,base
LLM17,USDD,USRO,0940,1040,202,base
RUS0099,USDD,USRR,1000,1115,213,base
LLM9,USDD,USTR,1740,1920,251,base
LLM231,USDD,UUEE,0910,1010,337,base
SBI5320,USHH,UNNT,1100,1330,251,base
SBI5324,USHH,UNNT,1700,1930,251,base
SBI7092,USHH,UNNT,2300,0130,251,base
UTA305,USHH,UNOO,1400,1710,218,base
UTA113,USHH,USHI,1310,1430,178,base
UTA121,USHH,USHU,1010,1105,163,base
UTA309,USHH,USHY,1000,1110,317,base
UTA321,USHH,USHY,1310,1425,317,base
UTA315,USHH,USNN,2040,2210,187,base
UTA116,USHH,USRR,2100,2205,161,base
UTA301,USHH,USSS,0830,1030,213,base
UTA300,USHH,USTR,0525,0700,196,base
UTA320,USHH,USTR,2120,2250,196,base
AFL1383,USHH,UUEE,0655,0805,334,base
UTA352,USHH,UUWW,0735,0900,337,base
UTA303,USHH,UWUU,1300,1605,253,base
UTA414,USHH,UWUU,2140,2340,253,base
UTA114,USHI,USHH,1100,1220,178,base
UTA132,USHI,USTR,1510,1725,213,base
UTA331,USHN,USSS,1030,1220,213,base
UTA220,USHN,USTR,1600,1745,202,base
RWZ1152,USHN,UUBW,0845,0940,317,base
UTA336,USHS,USSS,1530,1725,200,base
UTA230,USHS,USTR,1215,1420,194,base
UTA261,USHU,USSS,1150,1325,191,base
UTA226,USHU,USTR,1310,1420,176,base
UTA310,USHY,USHH,1200,1310,317,base
UTA322,USHY,USHH,1105,1220,317,base
UTA154,USHY,USRR,1420,1550,337,base
UTA124,USHY,USTR,1505,1725,317,base
SBI5076,USII,UNNT,2230,0410,326,base
SBI5076,USII,UNNT,1230,1430,326,base
AFL6376,USII,UUEE,2050,2150,246,base
AFL6382,USII,UUEE,1130,1230,246,base
AFL6886,USII,UUEE,0800,0900,246,base
SBI5378,USMM,UNNT,1100,1300,273,base
SBI7084,USMM,UNNT,1700,1900,273,base
SBI5336,USMU,UNNT,1100,1330,273,base
SBI5382,USMU,UNNT,1800,2030,273,base
RWZ1022,USMU,USSS,1600,1815,277,base
UTA196,USMU,USSS,1330,1550,277,base
UTA542,USMU,USTR,1230,1440,262,base
SBI2572,USMU,UUDD,1030,1300,378,base
LLM189,USMU,UUEE,0805,0925,376,base
UTA186,USMU,UWUU,1615,1905,315,base
AUL916,USMU,UWWW,1130,1450,343,base
AUL916,USMU,UWWW,0920,1130,343,base
RWZ1304,USMU,UWWW,1315,1525,343,base
AFL6112,USNN,ULLI,0800,0930,392,base
SBI5328,USNN,UNNT,1000,1200,222,base
SBI5364,USNN,UNNT,1400,1600,222,base
SBI7096,USNN,UNNT,1900,2100,222,base
UTA188,USNN,UNOO,1050,1350,216,base
UTA316,USNN,USHH,1050,1210,187,base
UTA178,USNN,USSS,1635,1915,249,base
UTA1288,USNN,USTR,2320,0130,222,base
UTA288,USNN,USTR,1625,1830,222,base
AFL1647,USNN,UUEE,0530,0705,372,base
AFL2837,USPP,ULLI,1420,1440,293,base
AFL6582,USPP,ULLI,0600,0625,293,base
AFL6584,USPP,ULLI,1750,1815,293,base
AUL584,USPP,ULLI,0805,1010,293,base
AUL584,USPP,ULLI,0735,0805,293,base
SBI5040,USPP,UNNT,1000,1200,310,base
SBI5042,USPP,UNNT,1500,1700,310,base
AFL6130,USPP,URSS,0640,0850,339,base
SVR1340,USPP,URSS,1410,1755,339,base
UTA203,USPP,USRK,1350,1705,260,base
RUS0097,USPP,USRR,0516,0645,251,base
UTA206,USPP,USRR,2220,0120,251,base
RUS0101,USPP,UUDD,1444,1626,260,base
AFL1201,USPP,UUEE,1330,1345,260,base
AFL1205,USPP,UUEE,2305,2325,260,base
AFL1395,USPP,UUEE,0625,0640,260,base
AFL6074,USPP,UUEE,1330,1345,260,base
UTA204,USRK,USPP,1805,2140,260,base
UTA228,USRK,USTR,1820,2035,222,base
UTA446,USRK,UUWW,0900,1045,365,base
UTA9862,USRK,UWUU,2000,2225,282,base
SBI5332,USRO,UNNT,1030,1230,246,base
SBI7088,USRO,UNNT,1530,1730,246,base
LLM420,USRO,UUDD,0910,1050,367,base
UTA456,USRO,UUWW,1640,1825,370,base
UTA6484,USRO,UWUU,1230,1505,290,base
UTA735,USRR,OMDW,0810,1320,568,base
UTA481,USRR,UATE,0640,0920,385,base
UTA431,USRR,UECT,0200,0900,345,base
AFL6442,USRR,ULLI,0455,0615,374,base
UTA469,USRR,ULLI,0740,0920,374,base
UTA213,USRR,UNBB,1525,2015,253,base
RUS0199,USRR,UNBG,0930,1020,275,base
RUS0200,USRR,UNBG,0930,1020,275,base
SBI5348,USRR,UNNT,1000,1200,235,base
SBI5350,USRR,UNNT,1400,1600,235,base
SBI5400,USRR,UNNT,2000,2200,235,base
UTA137,USRR,UNNT,0615,1040,235,base
UTA139,USRR,UNOO,1250,1535,218,base
UTA9811,USRR,UNOO,1125,1350,218,base
UTA9813,USRR,UNOO,1255,1520,218,base
UTA1155,USRR,UNTT,0855,1305,233,base
UTA155,USRR,UNTT,0205,0615,233,base
UTA593,USRR,URMG,0845,1105,411,base
UTA521,USRR,URSS,0850,1150,438,base
UTA259,USRR,USCC,1050,1405,242,base
RUS0098,USRR,USDD,0745,0900,213,base
UTA115,USRR,USHH,0635,0740,161,base
UTA153,USRR,USHY,1140,1310,337,base
RUS0100,USRR,USPP,1215,1344,251,base
UTA205,USRR,USPP,0950,1255,251,base
RWZ1018,USRR,USSS,1805,1955,235,base
UTA111,USRR,USSS,0720,0910,235,base
UTA101,USRR,USTR,0645,0835,211,base
UTA119,USRR,USTR,1845,2035,211,base
UTA759,USRR,UTDL,1255,1620,378,base
AFL1511,USRR,UUEE,0445,0615,356,base
AFL1513,USRR,UUEE,0800,0920,356,base
AFL1517,USRR,UUEE,1245,1420,356,base
UTA248,USRR,UUWW,0700,0835,359,base
UTA296,USRR,UUWW,1800,1935,359,base
UTA6432,USRR,UUWW,2040,2220,359,base
UTA183,USRR,UWKD,1935,2015,297,base
UTA9730,USRR,UWSG,2345,0155,339,base
UTA9732,USRR,UWSG,0305,0515,339,base
UTA103,USRR,UWUU,0805,1025,273,base
UTA405,USRR,UWUU,1920,2125,273,base
UTA407,USRR,UWUU,0140,0345,273,base
UTA6428,USRR,UWUU,2025,2300,273,base
UTA477,USRR,UWWW,0930,1115,308,base
AFL900,USSS,HESH,0550,1025,521,base
AFL630,USSS,LTFM,0820,1145,427,base
RWZ1097,USSS,UACC,1605,1850,240,base
AFL2921,USSS,UATE,0505,0710,304,base
SVR2951,USSS,UBBB,1315,1625,341,base
SVR2903,USSS,UCFO,2035,2335,343,base
SVR2949,USSS,UDYZ,1055,1425,363,base
SYL468,USSS,UEEE,2100,0605,515,base
RWZ1203,USSS,UGSB,1210,1500,359,base
RWZ1403,USSS,UGTB,1255,1525,345,base
SVR299,USSS,UHBB,0025,1015,568,base
SVR299,USSS,UHBB,1925,0115,568,base
SVR571,USSS,UHWW,1825,0130,649,base
SVR624,USSS,UIAA,0125,1000,475,base
SBI6416,USSS,UIII,1330,2030,422,base
SBI6416,USSS,UIII,1130,1330,422,base
AFL6404,USSS,ULLI,2340,0040,323,base
AFL6418,USSS,ULLI,1900,1955,323,base
AUL502,USSS,ULLI,0715,0815,323,base
AUL502,USSS,ULLI,0805,1010,323,base
SVR174,USSS,ULLI,1700,1755,323,base
SVR174,USSS,ULLI,1200,1455,323,base
SYL467,USSS,ULLI,1215,1320,323,base
RWZ1007,USSS,ULMM,1310,1425,337,base
SVR403,USSS,UMKK,1030,1440,389,base
SVR503,USSS,UMKK,1440,1550,389,base
UTA503,USSS,UMKK,1310,1420,389,base
AFL6756,USSS,UNKL,1615,2120,337,base
AFL6792,USSS,UNKL,1250,1755,337,base
AFL2870,USSS,UNNT,1820,2235,282,base
SBI5014,USSS,UNNT,1515,1930,282,base
SBI5014,USSS,UNNT,1000,1130,282,base
SBI5018,USSS,UNNT,0750,1205,282,base
SBI5018,USSS,UNNT,1400,1530,282,base
SBI5020,USSS,UNNT,2115,0130,282,base
SBI5020,USSS,UNNT,1900,2030,282,base
RWZ1071,USSS,UNOO,1505,1745,227,base
RWZ1003,USSS,UNTT,0055,0520,295,base
AFL2927,USSS,URKK,0710,0915,341,base
RWZ1045,USSS,URML,1155,1315,326,base
SVR683,USSS,URML,1120,1420,326,base
AFL6654,USSS,URMM,0555,0725,330,base
SVR251,USSS,URMM,1405,1730,330,base
RWZ1057,USSS,URMT,1400,1540,328,base
SVR9301,USSS,URRR,2310,0200,321,base
AFL2919,USSS,URSS,1655,1855,352,base
AFL2923,USSS,URSS,0600,0800,352,base
SDM6122,USSS,URSS,0505,0705,352,base
SVR321,USSS,URSS,1200,1555,352,base
SVR523,USSS,URSS,0110,0505,352,base
SVR565,USSS,URSS,1400,1545,352,base
SVR565,USSS,URSS,1105,1455,352,base
RWZ1009,USSS,URWA,1415,1610,290,base
TYA951,USSS,URWW,1620,1655,286,base
UTA302,USSS,USHH,1800,2010,213,base
UTA332,USSS,USHN,1300,1500,213,base
UTA262,USSS,USHU,1405,1555,191,base
RWZ1021,USSS,USMU,1245,1500,277,base
UTA195,USSS,USMU,1010,1225,277,base
UTA177,USSS,USNN,2005,2235,249,base
RWZ1017,USSS,USRR,1525,1710,235,base
UTA112,USSS,USRR,1645,1835,235,base
UTA280,USSS,USTR,2200,2320,167,base
SVR2953,USSS,UTDD,1450,1805,354,base
SVR2953,USSS,UTDD,1710,2020,354,base
SVR2955,USSS,UTDL,1930,2225,339,base
SVR2861,USSS,UTSS,1710,2000,339,base
RWZ1033,USSS,UTTT,2110,2155,326,base
SBI1050,USSS,UUDD,0900,1045,288,base
SVR262,USSS,UUDD,0815,0840,288,base
SVR264,USSS,UUDD,0150,0415,288,base
SVR266,USSS,UUDD,1400,1625,288,base
SVR270,USSS,UUDD,1530,1755,288,base
SVR300,USSS,UUDD,1100,1325,288,base
